,hashtags,likes,replies,retweets,screen_name,text,timestamp,username
316,"['homecomingnetflix', 'Beyflix']",0,0,0,jair9m,@Beyonce and #homecomingnetflix #Beyflix tonight #,4/19/2019 8:00,Jair
317,"['homecomingbeyonce', 'homecomingnetflix', 'besties', 'destinyschild', 'queenbey']",1,0,0,alo_marie,"Did anyone else notice how HARD @KELLYROWLAND went during Beychella, more specifically in “Soldier”? She was putting it all out there for Beyoncé for sure. #homecomingbeyonce #homecomingnetflix #besties #destinyschild #queenbey",4/19/2019 7:58,Allison London
318,[],0,0,0,kristen_spitty,"I watched homecomingnetflix last night beyonce I mean... wow... I love her creativity, style and balls for actually being different and being… https://www.instagram.com/kristenspitty/p/BwbaqzpBRwzgCSX3PnSDimlI2rY-gMep9RdI-Q0/?utm_source=ig_twitter_share&igshid=122l7lnq3quxd …",4/19/2019 7:15,Kristen Spitty Photography
319,['homecomingnetflix'],0,0,0,jennyyjamess,"Finally watching #homecomingnetflix 
Sorry is still one of my fav parts ",4/19/2019 7:14,Jennifer James
320,['homecomingnetflix'],0,0,0,JerahmyKellen,My mood after #homecomingnetflix  and the live album pic.twitter.com/CatTN7B0Da,4/19/2019 6:51,Jerahmy  Kellen
321,['homecomingnetflix'],2,0,0,poeticarryn,thank you @Beyonce  #homecomingnetflix,4/19/2019 6:32,ArykahB
322,"['homecomingbeyonce', 'Beyonce', 'homecomingnetflix', 'Beychella']",0,0,0,amandanicole328,There’s nothing more beautiful than a black woman. Period.  oh & @Beyonce is.a.GODDESS. #homecomingbeyonce #Beyonce #homecomingnetflix #Beychella,4/19/2019 6:28,Amanda Bender
323,['homecomingnetflix'],0,0,0,wide_eyez,#homecomingnetflix pic.twitter.com/kuJ8Y6ftsr,4/19/2019 6:10,✌🏾😅✌🏾
324,"['homecomingnetflix', 'GameOfThrones']",0,0,0,sxzing,ຕອນເເລງຊິເບີ່ງ #homecomingnetflix ກັບ #GameOfThrones ໃຫ້ມັນເເລ້ວ,4/19/2019 5:55,...
325,"['Coachella19', 'beechella', 'homecomingnetflix']",0,0,0,momentaround,"Isn’t it about time to rename #Coachella19 to #beechella? 
@Beyonce 
- #homecomingnetflix",4/19/2019 5:31,Vanessa Oh
326,['homecomingnetflix'],2,1,3,_PierreJoseph,I just got through watching #homecomingnetflix... that woman there... ,4/19/2019 5:14,Chili Palmer
327,['homecomingnetflix'],0,0,0,RafaelJZamora64,"I am watching @Beyonce’s #homecomingnetflix on Netflix, because I believe it is important as an American, to support our national leader.",4/19/2019 5:03,Rafael J Zamora
328,['homecomingnetflix'],0,0,0,jhinwann,"True friendship is typing out key live reaction notes, observations, and questions about Beyoncé’s #homecomingnetflix documentary to share for discussion and debate. nicolepasteur what did I do to deserve you?",4/19/2019 5:00,Nana!
329,['homecomingnetflix'],0,0,0,FranBahamondesH,"Beyonce es la reina de todo, no questioning  #homecomingnetflix",4/19/2019 4:48,Francisca Bahamondes
330,['homecomingnetflix'],4,0,0,leealvarado101,"After watching #homecomingnetflix all I have to say is: 

There is magic in Beyoncé, and Beyoncé is magic.",4/19/2019 4:48,🤶🏼🎅⛄️The Holly Jolly Homo ☃️🎁🎄
331,"['homecomingbeyonce', 'homecomingnetflix']",2,0,0,carollss_24,Apaixonada!! #homecomingbeyonce #homecomingnetflix pic.twitter.com/NIrkJjGezv,4/19/2019 4:48,Carol 👶🏻💙
332,"['Beychella', 'Homecoming', 'homecomingnetflix']",15,1,1,robertafreitasd,"Assistindo HOMECOMING sem nem conseguir piscar! Socorro, socorro  #Beychella #Homecoming #homecomingnetflix",4/19/2019 4:47,Roberta Freitas 🦋
333,['homecomingnetflix'],1,0,0,Okay_Themb,I just finished #homecomingnetflix and I can’t sleep. I have to learn every 8 count . Only eat air. And walk with a purpose everywhere I go. This is not debatable.,4/19/2019 4:43,60inches of Fabulous
334,"['homecomingnetflix', 'whoruntheworld', 'girls', 'GirlPower']",0,0,0,keylamarques,Watching #homecomingnetflix tonight. And wow @Beyonce wow wow. That’s all. #whoruntheworld #girls!! #GirlPower,4/19/2019 4:37,Keyla Marques
335,['homecomingnetflix'],0,0,0,osagitarianoo,"“Você não poder ser 
O que não pode enxergar”
#homecomingnetflix",4/19/2019 4:09,𝚂 𝙰 𝙶 𝙸 𝚃 𝙰 𝚁 𝙸 𝙰 𝙽 𝙾 ♐🌈
336,['homecomingnetflix'],0,0,0,camgrabowski_,i’m watching #homecomingnetflix and am so confused over the color in the outfit changes lmao,4/19/2019 4:01,mac
337,"['Beychella', 'homecomingnetflix']",1,0,0,rmward,HOLY   @Beyonce #Beychella #homecomingnetflix,4/19/2019 4:00,Robyn Ward
338,"['homecomingnetflix', 'SelfCareSelfAware']",0,0,0,ZINDZiii,"finally have the time to sit back, relax... & watch Beyonce's #homecomingnetflix  special....with my face mask #SelfCareSelfAware ",4/19/2019 3:51,💕 Zindzi Aminä 💕
339,['homecomingnetflix'],0,0,0,fashionpoeista,"As I’m signing along with all the songs,  I realize that I’ve known her music since elementary school. And she’s been consistent throughout the years. What an impact! #homecomingnetflix",4/19/2019 3:51,Ada 
340,['homecomingnetflix'],1,0,0,generica_k,"Thank you for #homecomingnetflix, @Beyonce ",4/19/2019 3:44,ek
341,"['homecomingnetflix', 'homecomingbeyonce', 'Coachella', 'netflix', 'netflixbr']",0,0,0,serafimjunior,Que maravilhoso esse videocumentário da Beyonce #homecomingnetflix #homecomingbeyonce #Coachella #netflix #netflixbr,4/19/2019 3:44, SERAFIM :)
342,['homecomingnetflix'],0,0,0,RebeccahSinger,"@Beyonce saying “I see you” several times during #homecomingnetflix is the only thing keeping me going in this cold, dark world.",4/19/2019 3:35,Rebeccah Singer
343,['homecomingnetflix'],0,0,0,splashtonkutchr,Tell me I’m the only one that noticed on #homecomingnetflix she used mostly the second weekend performances,4/19/2019 3:31,jimmy™️
344,['HomecomingNetflix'],0,0,0,njreeck,"If you need some inspiration, if you need to lift every voice and sing, or you just want to run the world, see  #HomecomingNetflix Well done @Beyonce Say her name. 
",4/19/2019 3:30,Nancy Reeck
345,"['HOMECOMINGTHELIVEALBUM', 'homecomingbeyonce', 'homecomingalbum', 'homecomingnetflix']",0,0,0,umeufrazio,Eu não consigo parar de ouvir o Homecoming - The Live Album da dona @Beyonce.  #HOMECOMINGTHELIVEALBUM #homecomingbeyonce #homecomingalbum #homecomingnetflix,4/19/2019 3:27,//
346,['homecomingnetflix'],2,0,0,Lexanator9,Soooo I’ll be watching @Beyonce #homecomingnetflix every Monday morning from now until forever.,4/19/2019 3:22,Lexi Jamieson Marsh
347,['homecomingnetflix'],2,1,0,JANEgetcrunk,Packing and #homecomingnetflix LETS GO,4/19/2019 3:19,✨CHAMPAGNE POCKY✨
348,"['yaaaaasssqueen', 'homecomingnetflix', 'HOMECOMINGTHELIVEALBUM', 'QueenBey', 'RepresentationMattershttps']",0,0,0,LaurenTaylorB93, #yaaaaasssqueen #homecomingnetflix #HOMECOMINGTHELIVEALBUM #QueenBey #RepresentationMattershttps://twitter.com/MichelleObama/status/1118922383602192384 …,4/19/2019 3:07,Lauren
349,"['homecomingnetflix', 'homecoming', 'Beychella']",1,0,1,brunasantini,beyonce cantando i care é uma obra de arte #homecomingnetflix #homecoming #Beychella,4/19/2019 3:06,Bruna Santini
350,"['homecomingnetflix', 'homecomingbeyonce', 'homecomingpic']",0,0,0,brunohue,eu queria mto saber como essas dançarinas prenderam esse chapéu pra ele não cair durante o tempo todo q elas estavam dançando jogando a cabeça/cabelo #homecomingnetflix #homecomingbeyonce #homecomingpic.twitter.com/rwQgMig4gp,4/19/2019 2:54,roupala montana
351,['homecomingnetflix'],1,0,0,CiaraValise,"The creativity, the culture. I mean just damn. @Beyonce you amaze me each and every time #homecomingnetflix",4/19/2019 2:53,Ciara Valise
352,['homecomingnetflix'],0,0,0,ohsokarlaa87,Seeing #homecomingnetflix tell me why the fuck did I cry? That just shows how emotional of a human I am lmaoo I fucken can't with myself sometimes,4/19/2019 2:51,Karla Jimenez
353,['homecomingnetflix'],0,0,0,Biancagcs,Eu cantando as músicas de homecoming e minha mãe só: “Estudar ela não sabe mas as musica dessa mulher que nem sabe que ela existe ela canta tudinho” #homecomingnetflix,4/19/2019 2:51,ROMANOFF * WHATEVER IT’S TAKES
354,['homecomingnetflix'],0,0,0,tania_lianne,#homecomingnetflix has changed me as a human and a woman.,4/19/2019 2:50,Tania Bryant
355,"['Netflix', 'homecomingbeyonce', 'homecomingnetflix']",0,0,0,VictoriaTindal,After years of resistance I might just have to join the Beyhive after watching Homecoming by Beyoncé on #Netflix whew! #homecomingbeyonce #homecomingnetflix,4/19/2019 2:49,Victoria Tindal
356,['homecomingnetflix'],1,0,0,LindseyMermaid,+ I wanted the camera man to show the girl who already had Bey’s outfit on by night two lmao #homecomingnetflix,4/19/2019 2:43,LINDSEY MERM▲ID.
357,['homecomingnetflix'],1,0,0,JojoCampos,Después de ver #homecomingnetflix de @Beyonce se me antoja bailar y cantar... pero recuerdo que me duele todo por pintar mi cuarto y mejor solo pongo una playlist de la Queen B,4/19/2019 2:35,Jojo Campos
358,['homecomingnetflix'],2,0,0,luizglastony,"#homecomingnetflix é simplesmente incrível. @Beyonce escreve, produz e dirige o próprio show. É uma honra para os olhos e ouvidos assistir a este espetáculo histórico.",4/19/2019 2:32,ʟᴜɪᴢ ɢʟᴀsᴛᴏɴʏ
359,['homecomingnetflix'],1,0,0,BubsEyes,I have no tweet about @Beyonce work ethic she not only tell us this every interview but show us EVERY documentary she dropThe Queen is a robot that is all #homecomingnetflix,4/19/2019 2:00,Nika Lashay👀💚💄
360,"['homecomingbeyonce', 'homecomingnetflix']",0,0,0,CassieR2019,"Loved itLoved how @Beyonce opened up & shared her journey from delivering twins, to training, rehearsals, dieting& performing. Very inspiring considering we are close in age 
#homecomingbeyonce #homecomingnetflix https://twitter.com/MrBjornSaterbak/status/1118956235573923841 …",4/19/2019 1:59,Cassie
361,['homecomingnetflix'],0,0,0,alicessferreira,Depois de assistir #homecomingnetflix eu mais do que nunca sou BEY HIVE É ISSO,4/19/2019 1:56,Alice ☕️
362,"['homecomingnetflix', 'homecoming']",1,0,0,SteveDubbzDNYL,The production value of this show is INSANE  #homecomingnetflix #homecoming,4/19/2019 1:54,Steve Dubbz
363,['homecomingnetflix'],0,0,0,fancee_pants,"#homecomingnetflix Lord Jesus, Beyoncé’s breath control ",4/19/2019 1:52,MJ
364,"['slayqueen', 'homecomingnetflix']",0,0,0,ladywhitecat,@Beyonce is a Queen like no other #slayqueen #homecomingnetflix,4/19/2019 1:39,Kate Alvarez
365,['homecomingnetflix'],0,0,0,venluka,"Just finished #homecomingnetflix and all I can is WOW!!!

The dedication, the years upon years of hard work, the perseverance...

and despite all they’ve done, Kelly & Michelle remain Beyoncé’s minions.",4/19/2019 1:37,BAILEY ROUZER
366,"['homecomingbeyonce', 'Beychella', 'homecoming', 'homecomingnetflix', 'beyhive', 'Beyflix']",2,0,0,lisafrankenergy,"Imma let you finish, but @Beyonce just made one of the best concert videos of all time  #homecomingbeyonce #Beychella #homecoming #homecomingnetflix #beyhive #Beyflix",4/19/2019 1:35,Rebecca Rosencline
367,['homecomingnetflix'],0,1,0,thiagotom,#homecomingnetflix Que coisa maravilhosa! Isso é uma apoteose,4/19/2019 1:30,Tom
368,['homecomingnetflix'],1,0,0,raafap,"caralho eu to chorando muito com as partes dos ensaios, eu amo ver a bey mostrando suas vulnerabilidades. e ver tambem que por tras deusa existe um coracao humano (as vezes esquecemos)  #homecomingnetflix",4/19/2019 1:27,sedanapo 🌬
369,['homecomingnetflix'],1,1,0,rachelplambeck,Can someone please help me clarify if Beyoncé and her crew are wearing yellow or pink in #homecomingnetflix ???,4/19/2019 1:25,Rachel Plambeck
370,['homecomingnetflix'],0,0,0,sadshanduhh2,i got chills in the first two minutes omg #homecomingnetflix,4/19/2019 1:23,#webloated👽
371,['homecomingnetflix'],1,0,0,frannybeee,Wow @Beyonce #homecomingnetflix was amazing!!! She never fails to put on a SHOW!,4/19/2019 1:15,Franny
372,['homecomingnetflix'],1,0,0,barbaraalbernaz,"mulheres
somos inteligentes
somos fortes
e já cansamos dessa palhaçada
#homecomingnetflix",4/19/2019 1:03,Bárbara Albernaz
373,['homecomingnetflix'],0,0,0,osagitarianoo,Amarelo ou Rosa? #homecomingnetflix,4/19/2019 1:03,𝚂 𝙰 𝙶 𝙸 𝚃 𝙰 𝚁 𝙸 𝙰 𝙽 𝙾 ♐🌈
374,['homecomingnetflix'],1,1,0,barbaraalbernaz,EU TO MUITO IMPACTADA #homecomingnetflix,4/19/2019 0:59,Bárbara Albernaz
375,"['homecomingnetflix', 'homecomingbeyonce']",0,0,0,stephanieee0814,B gives you everything in  #homecomingnetflix ... She’s beyond words  #homecomingbeyonce,4/19/2019 0:59,Stephanie Amendola
376,"['Homecoming', 'homecomingnetflix']",3,0,0,allistorbionce,É isto temos que ser gratos por viver na mesma época que Beyoncé #Homecoming #homecomingnetflix,4/19/2019 0:57,Allinho low profile
377,['homecomingnetflix'],1,0,0,lxndrialuvsyou,Gotta go to bed early tonight. Went to bed late last night cuz of #homecomingnetflix and had dreams about it all night long. Essentially I was hype all night last night and got no rest.,4/19/2019 0:57,Alex L.
378,['homecomingnetflix'],2,0,0,torituttle,Beyoncé is bae af in this #homecomingnetflix documentary ,4/19/2019 0:47,Tori Tuttle
379,['homecomingnetflix'],1,1,0,jerzeyjaz,The dumbest thing I did today was not wear my apple watch during #homecomingnetflix,4/19/2019 0:44,Jazmin G. Taylor
380,['homecomingnetflix'],0,0,0,OkayKhuli,beyonce has changed the entertainment world worldwide . #homecomingnetflix  is proof of the genius that is @Beyonce  . the world needs to protect her at all costs .,4/19/2019 0:44,Khuliso Makhwathana 🇿🇦
381,"['homecomingnetflix', 'legend']",1,0,0,nate_leighton,@Beyonce’s #homecomingnetflix has me feeling like I went to Coachella and it has me in tears. #legend,4/19/2019 0:35,Nate Leighton
382,['homecomingnetflix'],1,2,0,inlondonsing,There is nothing left to do with this shitty day except Beyoncé the hell out of it. #homecomingnetflix,4/19/2019 0:34,in london sing
383,"['homecomingnetflix', 'legend']",0,0,0,nate_leighton,@Beyonce’s #homecomingnetflix has me feeling like I went to Coachella and I’m in tears. #legend,4/19/2019 0:32,Nate Leighton
384,"['homecomingnetflix', 'homecomingbeyoncepic']",1,0,0,lucasantosph,minha divida do spc ta do tamanho da bunda da beyonce em #homecomingnetflix #homecomingbeyoncepic.twitter.com/fpcsLaojv7,4/18/2019 23:56,Lucas Santos
385,"['homecomingbeyonce', 'homecomingnetflix']",1,0,0,OnlyOnePreeti,I’m bawling watching #homecomingbeyonce and I’ve never been happier @Beyonce #homecomingnetflix,4/18/2019 23:48,OnlyOnePreeti
386,['homecomingnetflix'],2,0,0,Sunny_Jansen_,“Keep telling the truth. Caus you can do it like nobody else can “ - @MichelleObama to @Beyonce about #homecomingnetflix  https://twitter.com/MichelleObama/status/1118922383602192384 …,4/18/2019 23:41,Sunny Jansen
387,['homecomingnetflix'],0,0,0,Http_QUEENBEY,20th time watching #homecomingnetflix  right now!!!,4/18/2019 23:32,Robert 🗝
388,['homecomingnetflix'],0,0,0,HollyOuten,You’re not human if you don’t get off the couch and dance to #homecomingnetflix @Beyonce jus sayin.,4/18/2019 23:15,Holly Outen
389,['homecomingnetflix'],3,0,1,allanniaveliz,#homecomingnetflix ... pic.twitter.com/GcZ8BXvswr,4/18/2019 23:15,Allannia 🌻
390,"['NowWatching', 'homecomingbeyonce', 'homecomingnetflix']",1,1,0,anshch003,#NowWatching #homecomingbeyonce #homecomingnetflix,4/18/2019 23:12,Anshu
391,"['BeyonceHomecoming', 'homecomingnetflix']",2,0,0,feIipe_andrade,Naquela hora quando a Beyoncé fala para os dançarinos fazerem ela rir eu achei que ela ia cortar o pinto deles fora #BeyonceHomecoming #homecomingnetflix,4/18/2019 23:03,felipe
392,['homecomingnetflix'],0,0,0,_ashleyjae,"I ain’t hyped about this #homecomingnetflix .. I got bigger things to manifest, like this house in MALIBU I’m buying in 5 years",4/18/2019 23:02,AshleyJae
393,"['homecomingnetflix', 'cochella']",0,0,0,Letilista,#homecomingnetflix by @beyonce izledikten sonra mantiya tahminen kaç sene içerisinde #cochella gidip beyonce izleriz sorusunu sordum 5 seneye götü toplarız dedi  İnş aşkım bende yardımcı olurum ,4/18/2019 22:51,LinaLista
394,['homecomingnetflix'],0,0,0,Z_Timmermans,That woman is just amazing @Beyonce #homecomingnetflix,4/18/2019 22:32,ZT ♡
395,['homecomingnetflix'],3,2,0,jAnnCarlson,literally knew Beyoncé was bringing Kelly and Michelle out on #homecomingnetflix but I still got chills and middle school Jessica was freakin out... ugh this is SO good.,4/18/2019 22:24,J
396,['homecomingnetflix'],0,0,1,DRIFT_HER,"Nah this Beyoncé shit got me emotional, how could you hate on her like #homecomingnetflix",4/18/2019 22:21,THE FRIDGE BITCH
397,['homecomingnetflix'],1,1,0,thebrokenplate,This level of attention to detail can only be achieved by a Virgo. #homecomingnetflix,4/18/2019 22:12,Juliet Ames
398,['homecomingnetflix'],0,0,0,DRIFT_HER,Why is this making me cry#homecomingnetflix,4/18/2019 22:11,THE FRIDGE BITCH
399,['homecomingnetflix'],0,0,0,jennamartis,Beyoncé’s #homecomingnetflix is everything I wished for and more. ,4/18/2019 22:08,Jenna Martis
400,['homecomingnetflix'],19,7,3,Jeremi13,Has anyone checked in on the former members of Destiny’s Child since #homecomingnetflix came out? Im sure this is a rough time for Toyota and Activia ,4/18/2019 21:54,Jeremi
401,"['homecomingbeyonce', 'homecomingnetflix']",0,1,0,precious84913,How the hell did beyonce manage to keep changing her hair in homecoming #homecomingbeyonce #homecomingnetflix,4/18/2019 21:51,Precious Enwerem
402,['homecomingnetflix'],0,0,0,vundlov,I’m so sorry for ever disrespecting Beyoncé. This woman is clearly a queen #homecomingnetflix,4/18/2019 21:49,MaNdlo
403,"['homecomingnetflix', 'HOMECOMINGTHELIVEALBUM']",0,0,0,Flor_De_Oliva,"Def rejoiced & bawled during #homecomingnetflix, duh. But WHEW, I was a combination of Crying Mess AND Cane-Throwing Hoe listening to #HOMECOMINGTHELIVEALBUM @ my desk today. Ooh, when I can freak it on both feet again, watch out, world. Overdue Beyoncé praise dances pending.",4/18/2019 21:45,Livvey
404,['homecomingnetflix'],1,0,0,kellmemore,Who said one of the twins was Eric Andre?!  #homecomingnetflix,4/18/2019 21:38,K
405,['homecomingnetflix'],0,0,0,shellbe41252807,Watching @Bey_Legion  homecoming loving it great work u triple threat diva seeing all that hard work u go girl #homecomingnetflix,4/18/2019 21:28,shell bell
406,"['Beyonce', 'coachella', 'beychella', 'homecomingbeyonce', 'homecomingnetflix']",0,0,0,phashionphish,#Beyonce #coachella #beychella #homecomingbeyonce #homecomingnetflix http://www.phashionphish.com/entertainment/2019/4/17/no-one-can-do-it-like-beyonce …,4/18/2019 21:20,Phashion Phish
407,"['homecomingnetflix', 'HBCU']",2,0,1,itsMoniiBby,Y’all ever feel as if you missed out on the love of your life because you didn’t attend a HBCU ? #homecomingnetflix #HBCU,4/18/2019 21:16,Your Majesty
408,"['HOMECOMING', 'Homecoming']",0,0,0,HOMECOMINGHBCU,Are YOU ready to tell your #HOMECOMING story? Stay tuned.  homecomingnetflix hbcuhomecoming #Homecoming https://www.instagram.com/p/BwaViamnB4m/?utm_source=ig_twitter_share&igshid=11a8aoxmf2lwp …,4/18/2019 21:11,HBCU HOMECOMING
409,['homecomingnetflix'],0,0,0,blackasspodcast,#homecomingnetflix is beautifully black as hell!,4/18/2019 21:04,Black Ass Podcast
410,"['Homecoming', 'HomeComingNetflix', 'Beyonce']",17,5,3,preciousplanner,KING  B E Y O N C E #Homecoming #HomeComingNetflix {How can you not be inspired and wanna go after your dreams}  #Beyonce,4/18/2019 20:41,Precious The Planner®️
411,['homecomingnetflix'],0,0,0,kendoll______,Phew this documentary was everything #homecomingnetflix ,4/18/2019 20:28,R.K (hair&wigs)
412,['homecomingnetflix'],1,0,0,GabiKilpp,Beyoncé é a personificação da música flawless #homecomingnetflix,4/18/2019 20:08,gabi kilpp 🧘🏻‍♀️
413,"['HomecomingNetflix', 'Beyonce', 'HBCU']",0,0,0,CurvyLynPS,@Beyonce Thank you for being so perfectly imperfect. Thank you for sharing your journey and inspiring us as you do.  #HomecomingNetflix #Beyonce #HBCU,4/18/2019 19:58,Tiffany Lyn
414,"['homecomingbeyonce', 'homecomingnetflix']",0,0,0,lmconsulting01,I was so inspired and in tears after watching your #homecomingbeyonce you out did yourself as always. #homecomingnetflix,4/18/2019 19:29,"Laura Murdock, CPPM,CMPE, SHRM-SCP, WCCP, SIP, CPC"
415,"['brisa', 'homecomingnetflix']",1,0,0,PedroBxtch,#brisa by @IzaReal faz mais sucesso do que #homecomingnetflix,4/18/2019 19:23,prudence do terreiro
416,['homecomingnetflix'],2,0,0,naomi_elu,After watching #homecomingnetflix 4 times in 48 hours. I think Jay Z should wake up everyday and thank Beyoncé for number one: marrying him and number two: just being Beyoncé,4/18/2019 19:16,naomi eluwa
417,"['homecomingnetflix', 'homecoming']",3,0,0,theleeknight,Homecoming makes every live concert  ever done look like Panto. #homecomingnetflix #homecoming,4/18/2019 19:13,Lee Knight
418,"['HOMECOMING', 'homecomingbeyonce', 'homecomingnetflix', 'HOMECOMINGTHELIVEALBUM']",1,1,0,cahherrera,"Beyoncé do céu, eu ainda estou sentindo o impacto daqui! Você realmente é RAINHA meu amor, você é excepcional maravilhosa. Eu nem tenho palavras pra te descrever..quem é a dona do mundo? QueenB  #HOMECOMING #homecomingbeyonce #homecomingnetflix #HOMECOMINGTHELIVEALBUM",4/18/2019 19:12,cassia hennessey | 🐝
419,['homecomingnetflix'],1,1,0,krysppee,Been “packing” for hours lol really watching @Beyonce #homecomingnetflix again tho ,4/18/2019 19:02,Krystal 🐝
420,['homecomingnetflix'],10,0,1,The_Vimbai,"When Beyoncé says no bread, no carbs, no sugar, no fish, no meat, no dairy - I’m hungry. Whew. That’s a different level of discipline #homecomingnetflix",4/18/2019 19:00,Vimbai Mutinhiri
421,"['homecomingbeyonce', 'homecomingnetflix']",0,0,0,TinTinKnela,QUEEN   WOW! #homecomingbeyonce #homecomingnetflix,4/18/2019 18:52,• A •
422,"['Beyonce', 'homecoming', 'homecomingnetflix']",0,0,0,Anamor_Lyne,Just watched #Beyonce #homecoming  I’m not gonna lie... I cried  #homecomingnetflix,4/18/2019 18:41,Romana Mercelyne
423,['homecomingnetflix'],1,0,0,krisiness_,That transition from C Murder to Freedom >>>>>  #homecomingnetflix,4/18/2019 18:28,Kris
424,"['Beychella', 'homecomingnetflix', 'Beyonce']",2,1,0,kingadia,SCREEAAAAMMIIINNNNNNGGG AT THIS SOLANGE/BEYONCE MAGIC!!!!!!! #Beychella #homecomingnetflix #Beyonce,4/18/2019 18:14,Moxie
425,['homecomingnetflix'],0,0,0,666lizardgang,"I’m not crying, no we are ALL crying @Beyonce #homecomingnetflix",4/18/2019 18:03,roxymango
426,"['homecomingbeyonce', 'homecomingnetflix']",14,1,1,SarahSchwartz,"“Ladies, are we smart? Are we strong? Have we had enough of the b.s.?” -Beyonce Knowles Carter  #homecomingbeyonce #homecomingnetflix",4/18/2019 17:22,Sarah Schwartz
427,['homecomingnetflix'],0,0,0,kharenlouize11,"Gente, sem palavrasssssssss  #homecomingnetflix",4/18/2019 17:21,kharen 🌙
428,['homecomingnetflix'],1,0,0,lilTrashPanda1,"There’s some topics that I think people over-hype. But if those topics have a good message, and get people to feel excited or passionate then I’m all for it. 

Except for @Beyonce and #homecomingnetflix That shit is Not over-hyped, it’s getting all the attention it deserves.",4/18/2019 17:10,Chick with a Knife 🐥🔪
429,"['OwnYourMark', 'Repost', 'Pvamu']",0,0,0,OwnYourMark,"PV You Know!  #OwnYourMark
#Repost @letsdothishou
・・・
Repost from @pvamu  Congrats to Larry Allen of #Pvamu for his contributions to beyonce homecomingnetflix … https://www.instagram.com/ownyourmark/p/BwZ5ay8hFyX/?utm_source=ig_twitter_share&igshid=17eood0nfsj52 …",4/18/2019 17:06,Marketing Material
430,"['homecomingnetflix', 'homecomingalbumpic']",0,0,0,MecohBain,Couldn’t wait to watch this and it didn’t disappoint. Beyoncé is excellence and a true inspiration. #homecomingnetflix #homecomingalbumpic.twitter.com/nUk3IfkmrI,4/18/2019 17:04,Mecoh Bain
431,"['HOMECOMING', 'HOMECOMINGTHELIVEALBUM', 'homecomingnetflix', 'Beyonce']",0,3,0,DylanMrDanford,"Alright, Delete one  #HOMECOMING #HOMECOMINGTHELIVEALBUM #homecomingnetflix #Beyonce",4/18/2019 17:03,🐝 🤷🏽‍♂️🐝
432,"['homecomingnetflix', 'Beyonce', 'Beychellapic']",0,0,0,justonebiteee,We are not worthy of such a queen #homecomingnetflix #Beyonce #Beychellapic.twitter.com/F1L1PXqFeJ,4/18/2019 17:00,🍍 g a b b y 💫
433,['homecomingnetflix'],1,0,0,aboutcinema_,Yo I have to uninstall Twitter till I watch #homecomingnetflix cuz there’re full of spoilers on my tl ,4/18/2019 16:52,ワラビスタンの空に
434,"['homecomingalbum', 'homecomingnetflix']",0,0,0,_lizzycupcakes,@beyonce releasing #homecomingalbum and #homecomingnetflix is legendary! Females everywhere are going to be making moves this weekend!!! Beware in case you forgot GIRLS RUN THE WORLD!,4/18/2019 16:50,Lizzette
435,['homecomingnetflix'],4,0,0,AckermanAbby,Well I watched #homecomingnetflix and had tears in my eyes the entire time.,4/18/2019 16:45,Abs
436,['homecomingnetflix'],1,0,0,alaladeland,Beyoncé is my motivation for this dissertation honestly. #homecomingnetflix,4/18/2019 16:39,Ella
437,['homecomingnetflix'],3,0,0,tytymay,Beyoncé is her own genre. #homecomingnetflix,4/18/2019 16:25,Tyler
438,"['homecoming', 'homecomingnetflix']",0,0,0,ingriidientes,Eu não largo tudo pra ser dançarina da Beyoncé por 2 motivos: 1- não tenho nada pra largar 2-meus joelhos não permitiriam #homecoming #homecomingnetflix,4/18/2019 16:23,BROWN SKIN GIRL
439,['homecomingnetflix'],0,0,0,Eujunys,Felizmente na missa vendo a palavra de @beyonce no #homecomingnetflix,4/18/2019 16:18,plano funerario gold
440,"['homecomingnetflix', 'homecomingbeyonce']",0,0,0,tothemax19,@Beyonce 's Homecoming is living proof of how amazing life can be if you work hard enough. #homecomingnetflix #homecomingbeyonce,4/18/2019 16:12,✨ Max ✨
441,['homecomingnetflix'],1,0,0,clsalexsander,"Beyoncé, o mundo é seu mulher #homecomingnetflix",4/18/2019 16:10,CLS
442,['homecomingnetflix'],1,0,0,kaa_tivando,To no chão com #homecomingnetflix,4/18/2019 15:36,Karla
443,['homecomingnetflix'],0,0,0,tothemax19,@Beyonce ‘s Homecoming is living proof of how amazing life can be if you work hard enough #homecomingnetflix,4/18/2019 15:34,✨ Max ✨
444,['homecomingnetflix'],3,1,0,rmmatias21,"#homecomingnetflix mostra que vc pode até n ser fã dela, porém que ela merece muito o seu respeito como mulher, negra e artista! Que foda!",4/18/2019 15:26,Beto
445,['homecomingnetflix'],0,1,0,shelbellawesome,"Some of us got to experience the culture in #homecomingnetflix where we lived. I grew up in NOLA. I sang Lift every voice for assemblies. Saw bands and dancers, heard remixes and bounce before I could even read or write.",4/18/2019 15:17,Calling Kamala on Popeyes
446,"['facts', 'homecomingbeyonce', 'homecomingnetflix', 'Beychella', 'beyonce']",1,0,0,IAmVictoriaJenn,Most times the fear won’t go away so you’ll have to do it afraid. #facts #homecomingbeyonce #homecomingnetflix #Beychella #beyonce,4/18/2019 15:01,Victoria Jenn
447,"['homecomingnetflix', 'homecomingalbum']",0,0,0,HegemonyHannah,"Man, the Kardashians work hard, but @Beyonce works motherfucking harder.  #homecomingnetflix #homecomingalbum ",4/18/2019 14:46,Hannah Koppers
